-2.684207,0.326607,0
-2.715391,-0.169557,0
-2.889820,-0.137346,0
-2.746437,-0.311124,0
-2.728593,0.333925,0
-2.279897,0.747783,0
-2.820891,-0.082105,0
-2.626482,0.170405,0
-2.887959,-0.570798,0
-2.673845,-0.106692,0
-2.506527,0.651935,0
-2.613143,0.021521,0
-2.787434,-0.227740,0
-3.225200,-0.503280,0
-2.643543,1.186195,0
-2.383869,1.344754,0
-2.622526,0.818090,0
-2.648323,0.319137,0
-2.199078,0.879244,0
-2.587346,0.520474,0
-2.310532,0.397868,0
-2.543235,0.440032,0
-3.215858,0.141616,0
-2.303129,0.105523,0
-2.356171,-0.031210,0
-2.507917,-0.139056,0
-2.469056,0.137887,0
-2.562391,0.374685,0
-2.639821,0.319290,0
-2.632848,-0.190076,0
-2.588462,-0.197393,0
-2.410077,0.418080,0
-2.647637,0.819983,0
-2.597159,1.100022,0
-2.673845,-0.106692,0
-2.867000,0.077193,0
-2.625228,0.606800,0
-2.673845,-0.106692,0
-2.981843,-0.480250,0
-2.590323,0.236059,0
-2.770139,0.271059,0
-2.852211,-0.932865,0
-2.998296,-0.334308,0
-2.405514,0.195917,0
-2.208833,0.442696,0
-2.715665,-0.242681,0
-2.537573,0.510368,0
-2.840321,-0.220576,0
-2.542686,0.586281,0
-2.703912,0.115011,0
1.284795,0.685439,1
0.932411,0.319198,1
1.464061,0.504190,1
0.180967,-0.825604,1
1.087134,0.075390,1
0.640437,-0.417323,1
1.095224,0.283891,1
-0.751467,-1.001108,1
1.043298,0.228957,1
-0.010190,-0.720575,1
-0.511086,-1.262492,1
0.511098,-0.102284,1
0.262336,-0.547893,1
0.984045,-0.124360,1
-0.174864,-0.251816,1
0.927573,0.468236,1
0.659593,-0.351976,1
0.234541,-0.331922,1
0.942362,-0.541822,1
0.043246,-0.581489,1
1.116241,-0.084214,1
0.356787,-0.066824,1
1.296469,-0.327562,1
0.920503,-0.182390,1
0.714008,0.150379,1
0.899641,0.329611,1
1.331041,0.244670,1
1.557396,0.267393,1
0.812456,-0.162332,1
-0.307335,-0.365087,1
-0.070343,-0.702538,1
-0.191884,-0.677491,1
0.134995,-0.311710,1
1.378737,-0.421205,1
0.587275,-0.483284,1
0.807205,0.195054,1
1.220429,0.408035,1
0.812868,-0.370679,1
0.245195,-0.266728,1
0.164513,-0.679661,1
0.463031,-0.669527,1
0.890160,-0.033812,1
0.228879,-0.402258,1
-0.707081,-1.008425,1
0.355533,-0.503218,1
0.331127,-0.211180,1
0.375238,-0.291622,1
0.641690,0.019071,1
-0.908463,-0.751569,1
0.297808,-0.347017,1
2.531727,-0.011842,2
1.414072,-0.574925,2
2.616485,0.341935,2
1.970815,-0.181126,2
2.349758,-0.041883,2
3.396880,0.547168,2
0.519383,-1.191352,2
2.932005,0.352377,2
2.319673,-0.245548,2
2.918134,0.780381,2
1.661935,0.242038,2
1.802340,-0.216155,2
2.165379,0.215280,2
1.344594,-0.776415,2
1.585267,-0.539307,2
1.904744,0.118819,2
1.949249,0.040730,2
3.488765,1.171545,2
3.794687,0.253266,2
1.298330,-0.761014,2
2.428167,0.376782,2
1.198097,-0.605579,2
3.499265,0.456773,2
1.387668,-0.204031,2
2.275854,0.333387,2
2.614194,0.558367,2
1.257625,-0.179137,2
1.290670,-0.116425,2
2.122854,-0.210855,2
2.387564,0.462519,2
2.840961,0.372743,2
3.232343,1.370524,2
2.158738,-0.218326,2
1.443103,-0.143801,2
1.779640,-0.501465,2
3.076522,0.685764,2
2.144987,0.138907,2
1.904863,0.048048,2
1.168853,-0.164502,2
2.107654,0.371482,2
2.314303,0.182609,2
1.922451,0.409271,2
1.414072,-0.574925,2
2.563323,0.275975,2
2.419391,0.303504,2
1.944017,0.187415,2
1.525664,-0.375021,2
1.764046,0.078519,2
1.901629,0.115877,2
1.389666,-0.282887,2
